"Station","Date","Time","Interval","Air max","Air max time","Air min","Air min time","Air obs","Air avg","Air2 max","Air2 max time","Air2 min","Air2 min time","Air2 obs","Air2 avg","Air3 max","Air3 max time","Air3 min","Air3 min time","Air3 obs","Air3 avg","RH max","RH max time","RH min","RH min time","RH avg","RH2 max","RH2 max time","RH2 min","RH2 min time","RH2 avg","RH3 max","RH3 max time","RH3 min","RH3 min time","RH3 avg","Soil max","Soil max time","Soil min","Soil min time","Soil obs","Soil avg","Precip","ETo","Solar","Leaf","Leaf2","Leaf3","Wind max dir","Wind max speed","Wind max time","Wind obs dir","Wind obs speed","Wind avg dir","Wind avg speed","Wind ST","Wind run","Battery","Dew pnt","Chill hrs","Hrs 26F","Hrs 28F","Hrs 32F","DD41F","DD41F2","DD41F3","TC DSV","TC DSV2","TC DSV3","HR65TO75FA90RH","HR65TO75FA90RH2","HR65TO75FA90RH3","BEEHOURS","BEESEASON"
Nickels_Soils_Lab.P,20170501,2400,1440,89,15:54,56,04:55, ,73, , , , , , , , , , , , ,74, ,18, ,39, , , , , , , , , , , , , , , , ,0.00,0.29,675, , , ,6,23,10:41, , , , , , , ,45, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170502,2400,1440,90,16:46,63,06:18, ,78, , , , , , , , , , , , ,62, ,21, ,35, , , , , , , , , , , , , , , , ,0.00,0.31,669, , , ,327,24,12:11, , , , , , , ,47, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170503,2400,1440,96,17:45,68,23:08, ,81, , , , , , , , , , , , ,74, ,18, ,41, , , , , , , , , , , , , , , , ,0.00,0.28,675, , , ,335,21,00:08, , , , , , , ,53, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170504,2400,1440,90,16:07,59,06:07, ,74, , , , , , , , , , , , ,87, ,26, ,59, , , , , , , , , , , , , , , , ,0.00,0.23,639, , , ,207,14,16:49, , , , , , , ,57, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170505,2400,1440,81,13:58,53,06:08, ,66, , , , , , , , , , , , ,89, ,21, ,54, , , , , , , , , , , , , , , , ,0.00,0.22,631, , , ,254,22,22:13, , , , , , , ,47, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170506,2400,1440,71,15:55,49,05:55, ,60, , , , , , , , , , , , ,85, ,33, ,58, , , , , , , , , , , , , , , , ,0.00,0.18,646, , , ,329,19,01:01, , , , , , , ,44, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170507,2400,1440,83,17:33,55,23:59, ,68, , , , , , , , , , , , ,81, ,19, ,37, , , , , , , , , , , , , , , , ,0.00,0.27,661, , , ,351,39,09:57, , , , , , , ,38, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170508,2400,1440,88,17:29,49,05:49, ,68, , , , , , , , , , , , ,86, ,14, ,48, , , , , , , , , , , , , , , , ,0.00,0.24,675, , , ,354,19,12:00, , , , , , , ,43, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170509,2400,1440,94,17:48,51,05:54, ,73, , , , , , , , , , , , ,87, ,12, ,48, , , , , , , , , , , , , , , , ,0.00,0.24,679, , , ,312,15,11:50, , , , , , , ,48, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170510,2400,1440,81,16:22,52,06:17, ,66, , , , , , , , , , , , ,88, ,35, ,61, , , , , , , , , , , , , , , , ,0.00,0.21,646, , , ,117,16,15:36, , , , , , , ,51, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170511,2400,1440,74,13:14,50,03:26, ,62, , , , , , , , , , , , ,87, ,33, ,59, , , , , , , , , , , , , , , , ,0.00,0.19,574, , , ,235,23,16:45, , , , , , , ,46, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170512,2400,1440,70,16:05,49,03:08, ,59, , , , , , , , , , , , ,67, ,22, ,41, , , , , , , , , , , , , , , , ,0.00,0.23,696, , , ,251,28,20:45, , , , , , , ,34, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170513,2400,1440,71,16:27,44,06:14, ,58, , , , , , , , , , , , ,71, ,16, ,43, , , , , , , , , , , , , , , , ,0.00,0.21,712, , , ,124,14,16:08, , , , , , , ,33, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170514,2400,1440,73,14:13,46,05:08, ,60, , , , , , , , , , , , ,80, ,18, ,48, , , , , , , , , , , , , , , , ,0.00,0.23,719, , , ,218,22,17:18, , , , , , , ,39, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170515,2400,1440,80,16:19,47,03:25, ,64, , , , , , , , , , , , ,82, ,17, ,45, , , , , , , , , , , , , , , , ,0.00,0.24,678, , , ,266,19,19:11, , , , , , , ,40, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170516,2400,1440,67,15:16,48,05:03, ,58, , , , , , , , , , , , ,87, ,41, ,63, , , , , , , , , , , , , , , , ,0.00,0.11,282, , , ,278,27,20:45, , , , , , , ,45, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170517,2400,1440,77,18:05,44,05:35, ,61, , , , , , , , , , , , ,84, ,14, ,48, , , , , , , , , , , , , , , , ,0.00,0.23,724, , , ,355,18,14:49, , , , , , , ,38, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170518,2400,1440,85,16:53,52,02:42, ,68, , , , , , , , , , , , ,74, ,12, ,38, , , , , , , , , , , , , , , , ,0.00,0.29,723, , , ,2,22,12:09, , , , , , , ,38, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170519,2400,1440,91,18:20,54,04:31, ,73, , , , , , , , , , , , ,66, ,11, ,38, , , , , , , , , , , , , , , , ,0.00,0.25,723, , , ,332,12,08:44, , , , , , , ,43, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170520,2400,1440,94,15:52,58,03:29, ,77, , , , , , , , , , , , ,76, ,13, ,41, , , , , , , , , , , , , , , , ,0.00,0.26,708, , , ,354,11,10:22, , , , , , , ,49, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170521,2400,1440,95,16:32,61,03:20, ,78, , , , , , , , , , , , ,78, ,19, ,45, , , , , , , , , , , , , , , , ,0.00,0.26,696, , , ,318,17,09:30, , , , , , , ,53, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170522,2400,1440,98,16:57,61,05:30, ,81, , , , , , , , , , , , ,81, ,14, ,45, , , , , , , , , , , , , , , , ,0.00,0.26,707, , , ,339,11,10:31, , , , , , , ,55, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170523,2400,1440,96,15:55,63,06:18, ,81, , , , , , , , , , , , ,76, ,19, ,42, , , , , , , , , , , , , , , , ,0.00,0.28,703, , , ,135,13,16:53, , , , , , , ,53, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170524,2400,1440,91,16:31,57,06:18, ,73, , , , , , , , , , , , ,81, ,22, ,51, , , , , , , , , , , , , , , , ,0.00,0.26,696, , , ,126,17,14:56, , , , , , , ,52, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170525,2400,1440,76,16:33,53,06:12, ,64, , , , , , , , , , , , ,86, ,38, ,62, , , , , , , , , , , , , , , , ,0.00,0.21,700, , , ,100,17,15:53, , , , , , , ,50, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170526,2400,1440,74,15:39,51,05:48, ,63, , , , , , , , , , , , ,89, ,40, ,64, , , , , , , , , , , , , , , , ,0.00,0.20,656, , , ,103,15,16:27, , , , , , , ,50, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170527,2400,1440,81,15:58,51,05:54, ,67, , , , , , , , , , , , ,89, ,35, ,61, , , , , , , , , , , , , , , , ,0.00,0.22,697, , , ,101,12,17:59, , , , , , , ,52, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170528,2400,1440,87,15:34,53,05:42, ,71, , , , , , , , , , , , ,90, ,30, ,59, , , , , , , , , , , , , , , , ,0.00,0.24,704, , , ,154,11,18:20, , , , , , , ,55, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170529,2400,1440,87,17:14,56,05:57, ,72, , , , , , , , , , , , ,87, ,34, ,62, , , , , , , , , , , , , , , , ,0.00,0.22,637, , , ,111,13,18:14, , , , , , , ,57, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170530,2400,1440,83,17:08,53,06:10, ,68, , , , , , , , , , , , ,89, ,34, ,63, , , , , , , , , , , , , , , , ,0.00,0.17,518, , , ,107,12,14:51, , , , , , , ,54, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170531,2400,1440,78,17:42,57,05:53, ,66, , , , , , , , , , , , ,91, ,46, ,69, , , , , , , , , , , , , , , , ,0.08,0.18,564, , , ,91,20,15:33, , , , , , , ,55, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170601,2400,1440,84,15:41,56,06:11, ,71, , , , , , , , , , , , ,90, ,33, ,59, , , , , , , , , , , , , , , , ,0.00,0.24,710, , , ,72,14,16:07, , , , , , , ,55, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170602,2400,1440,89,16:00,58,05:41, ,75, , , , , , , , , , , , ,88, ,24, ,51, , , , , , , , , , , , , , , , ,0.00,0.26,722, , , ,90,13,18:16, , , , , , , ,53, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170603,2400,1440,86,17:26,60,06:42, ,74, , , , , , , , , , , , ,86, ,29, ,54, , , , , , , , , , , , , , , , ,0.00,0.21,579, , , ,103,12,17:24, , , , , , , ,54, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170604,2400,1440,89,17:28,53,05:51, ,70, , , , , , , , , , , , ,89, ,20, ,57, , , , , , , , , , , , , , , , ,0.00,0.25,727, , , ,107,21,16:07, , , , , , , ,52, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170605,2400,1440,90,16:03,55,03:45, ,73, , , , , , , , , , , , ,89, ,19, ,50, , , , , , , , , , , , , , , , ,0.00,0.26,707, , , ,5,14,09:14, , , , , , , ,50, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170606,2400,1440,89,16:29,56,05:32, ,74, , , , , , , , , , , , ,86, ,21, ,47, , , , , , , , , , , , , , , , ,0.00,0.27,727, , , ,116,16,17:14, , , , , , , ,50, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170607,2400,1440,83,15:48,54,05:50, ,69, , , , , , , , , , , , ,88, ,27, ,55, , , , , , , , , , , , , , , , ,0.00,0.19,483, , , ,239,18,18:00, , , , , , , ,50, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170608,2400,1440,67,18:15,51,07:43, ,60, , , , , , , , , , , , ,91, ,37, ,74, , , , , , , , , , , , , , , , ,0.16,0.08, , , , ,185,20,00:38, , , , , , , ,51, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170609,2400,1440,76,15:56,56,03:53, ,65, , , , , , , , , , , , ,92, ,32, ,63, , , , , , , , , , , , , , , , ,0.00,0.20,596, , , ,280,25,21:34, , , , , , , ,51, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170610,2400,1440,74,14:18,47,05:36, ,62, , , , , , , , , , , , ,91, ,24, ,53, , , , , , , , , , , , , , , , ,0.00,0.24,739, , , ,270,26,21:41, , , , , , , ,42, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170611,2400,1440,69,12:47,47,06:03, ,58, , , , , , , , , , , , ,85, ,31, ,60, , , , , , , , , , , , , , , , ,0.00,0.17,577, , , ,232,18,15:36, , , , , , , ,43, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170612,2400,1440,72,16:47,45,06:02, ,60, , , , , , , , , , , , ,91, ,37, ,64, , , , , , , , , , , , , , , , ,0.00,0.21,702, , , ,89,17,13:48, , , , , , , ,47, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170613,2400,1440,82,18:07,52,05:34, ,68, , , , , , , , , , , , ,84, ,31, ,57, , , , , , , , , , , , , , , , ,0.00,0.23,734, , , ,99,12,16:04, , , , , , , ,51, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170614,2400,1440,88,17:13,56,05:52, ,74, , , , , , , , , , , , ,88, ,25, ,48, , , , , , , , , , , , , , , , ,0.00,0.26,746, , , ,244,13,23:24, , , , , , , ,51, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170615,2400,1440,92,17:46,59,06:07, ,77, , , , , , , , , , , , ,83, ,19, ,44, , , , , , , , , , , , , , , , ,0.00,0.26,734, , , ,18,16,23:57, , , , , , , ,52, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170616,2400,1440,98,17:49,68,03:52, ,82, , , , , , , , , , , , ,69, ,28, ,47, , , , , , , , , , , , , , , , ,0.00,0.29,730, , , ,309,12,06:13, , , , , , , ,59, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170617,2400,1440,97,18:10,68,05:24, ,83, , , , , , , , , , , , ,71, ,26, ,46, , , , , , , , , , , , , , , , ,0.00,0.31,743, , , ,329,25,23:33, , , , , , , ,59, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170618,2400,1440, , , , , ,90, , , , , , , , , , , , ,71, ,23, ,37, , , , , , , , , , , , , , , , ,0.00,0.35,741, , , ,337,25,08:52, , , , , , , ,59, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170619,2400,1440,102,15:15,72,05:47, ,88, , , , , , , , , , , , ,77, ,27, ,50, , , , , , , , , , , , , , , , ,0.00,0.29,696, , , ,114,13,17:57, , , , , , , ,66, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170620,2400,1440,101,14:01,72,05:50, ,88, , , , , , , , , , , , ,80, ,27, ,52, , , , , , , , , , , , , , , , ,0.00,0.29,719, , , ,121,15,17:13, , , , , , , ,66, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170621,2400,1440,104,16:32,72,04:30, ,87, , , , , , , , , , , , ,83, ,26, ,54, , , , , , , , , , , , , , , , ,0.00,0.29,739, , , ,348,19,08:15, , , , , , , ,67, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170622,2400,1440, , , , , ,89, , , , , , , , , , , , ,71, ,19, ,33, , , , , , , , , , , , , , , , ,0.00,0.36,743, , , ,341,26,10:14, , , , , , , ,55, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170623,2400,1440,100,14:46,70,06:33, ,86, , , , , , , , , , , , ,72, ,14, ,44, , , , , , , , , , , , , , , , ,0.00,0.29,740, , , ,311,16,02:58, , , , , , , ,59, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170624,2400,1440,100,16:03,64,05:44, ,82, , , , , , , , , , , , ,86, ,25, ,56, , , , , , , , , , , , , , , , ,0.00,0.28,734, , , ,130,17,20:29, , , , , , , ,63, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170625,2400,1440,94,17:52,63,06:15, ,77, , , , , , , , , , , , ,79, ,14, ,57, , , , , , , , , , , , , , , , ,0.00,0.28,755, , , ,118,17,16:38, , , , , , , ,59, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170626,2400,1440,88,17:17,55,05:57, ,71, , , , , , , , , , , , ,90, ,30, ,60, , , , , , , , , , , , , , , , ,0.00,0.27,782, , , ,88,17,17:11, , , , , , , ,55, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170627,2400,1440,89,17:12,55,05:49, ,72, , , , , , , , , , , , ,90, ,31, ,60, , , , , , , , , , , , , , , , ,0.00,0.27,779, , , ,118,16,17:53, , , , , , , ,55, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170628,2400,1440,90,17:32,56,05:31, ,73, , , , , , , , , , , , ,87, ,28, ,58, , , , , , , , , , , , , , , , ,0.00,0.27,763, , , ,123,15,17:17, , , , , , , ,56, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170629,2400,1440,93,17:16,58,05:45, ,76, , , , , , , , , , , , ,88, ,29, ,57, , , , , , , , , , , , , , , , ,0.00,0.27,760, , , ,96,15,15:14, , , , , , , ,58, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170630,2400,1440,93,17:13,58,05:59, ,75, , , , , , , , , , , , ,86, ,29, ,59, , , , , , , , , , , , , , , , ,0.00,0.27,748, , , ,110,15,16:48, , , , , , , ,58, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170701,2400,1440,91,17:12,56,06:13, ,74, , , , , , , , , , , , ,85, ,28, ,56, , , , , , , , , , , , , , , , ,0.00,0.26,746, , , ,127,11,18:08, , , , , , , ,56, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170702,2400,1440,94,16:23,61,06:04, ,78, , , , , , , , , , , , ,88, ,24, ,55, , , , , , , , , , , , , , , , ,0.00,0.28,747, , , ,118,16,16:45, , , , , , , ,58, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170703,2400,1440,92,18:57,57,05:47, ,75, , , , , , , , , , , , ,89, ,23, ,56, , , , , , , , , , , , , , , , ,0.00,0.27,754, , , ,104,16,16:46, , , , , , , ,56, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170704,2400,1440,95,17:22,58,05:49, ,76, , , , , , , , , , , , ,88, ,10, ,49, , , , , , , , , , , , , , , , ,0.00,0.29,768, , , ,111,15,15:24, , , , , , , ,51, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170705,2400,1440,91,16:20,58,05:45, ,75, , , , , , , , , , , , ,85, ,27, ,53, , , , , , , , , , , , , , , , ,0.00,0.26,701, , , ,112,15,17:07, , , , , , , ,55, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170706,2400,1440,97,17:30,59,05:51, ,81, , , , , , , , , , , , ,85, ,18, ,49, , , , , , , , , , , , , , , , ,0.00,0.29,749, , , ,259,14,23:35, , , , , , , ,57, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170707,2400,1440,103,17:42,64,04:38, ,84, , , , , , , , , , , , ,82, ,16, ,43, , , , , , , , , , , , , , , , ,0.00,0.30,754, , , ,115,12,01:22, , , , , , , ,57, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170708,2400,1440,102,16:54,66,06:14, ,85, , , , , , , , , , , , ,62, ,12, ,33, , , , , , , , , , , , , , , , ,0.00,0.32,742, , , ,117,20,16:45, , , , , , , ,51, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170709,2400,1440,98,16:59,60,05:54, ,79, , , , , , , , , , , , ,85, ,24, ,51, , , , , , , , , , , , , , , , ,0.00,0.29,769, , , ,92,14,16:51, , , , , , , ,57, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170710,2400,1440,96,16:33,61,05:55, ,79, , , , , , , , , , , , ,87, ,25, ,56, , , , , , , , , , , , , , , , ,0.00,0.29,754, , , ,112,17,16:43, , , , , , , ,60, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170711,2400,1440,93,17:29,59,05:55, ,76, , , , , , , , , , , , ,87, ,29, ,56, , , , , , , , , , , , , , , , ,0.00,0.27,748, , , ,134,16,17:04, , , , , , , ,58, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170712,2400,1440,92,16:28,59,05:05, ,76, , , , , , , , , , , , ,84, ,29, ,54, , , , , , , , , , , , , , , , ,0.00,0.27,745, , , ,123,13,18:23, , , , , , , ,57, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170713,2400,1440,92,17:12,59,06:02, ,76, , , , , , , , , , , , ,89, ,28, ,57, , , , , , , , , , , , , , , , ,0.00,0.27,761, , , ,122,16,17:33, , , , , , , ,57, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170714,2400,1440,94,17:04,61,05:49, ,78, , , , , , , , , , , , ,88, ,16, ,53, , , , , , , , , , , , , , , , ,0.00,0.27,751, , , ,121,13,18:42, , , , , , , ,56, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170715,2400,1440,98,16:39,61,05:53, ,80, , , , , , , , , , , , ,87, ,18, ,52, , , , , , , , , , , , , , , , ,0.00,0.26,728, , , ,115,9,17:54, , , , , , , ,58, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170716,2400,1440,100,15:57,67,05:50, ,85, , , , , , , , , , , , ,67, ,16, ,42, , , , , , , , , , , , , , , , ,0.00,0.29,752, , , ,269,19,22:30, , , , , , , ,56, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170717,2400,1440,99,16:17,65,06:18, ,83, , , , , , , , , , , , ,74, ,11, ,37, , , , , , , , , , , , , , , , ,0.00,0.31,752, , , ,251,19,19:22, , , , , , , ,51, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170718,2400,1440,92,16:24,58,05:45, ,75, , , , , , , , , , , , ,76, ,17, ,46, , , , , , , , , , , , , , , , ,0.00,0.29,781, , , ,122,16,17:53, , , , , , , ,51, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170719,2400,1440,92,16:31,57,05:59, ,76, , , , , , , , , , , , ,88, ,17, ,50, , , , , , , , , , , , , , , , ,0.00,0.29,769, , , ,100,16,17:39, , , , , , , ,52, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170720,2400,1440,91,16:51,58,06:08, ,76, , , , , , , , , , , , ,88, ,23, ,51, , , , , , , , , , , , , , , , ,0.00,0.27,759, , , ,120,12,18:51, , , , , , , ,54, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170721,2400,1440,95,15:23,59,06:06, ,78, , , , , , , , , , , , ,87, ,20, ,50, , , , , , , , , , , , , , , , ,0.00,0.27,754, , , ,229,10,00:43, , , , , , , ,55, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170722,2400,1440,99,17:09,62,06:12, ,80, , , , , , , , , , , , ,87, ,19, ,54, , , , , , , , , , , , , , , , ,0.00,0.27,749, , , ,262,8,04:14, , , , , , , ,60, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170723,2400,1440,96,16:36,65,06:06, ,81, , , , , , , , , , , , ,85, ,22, ,50, , , , , , , , , , , , , , , , ,0.00,0.27,708, , , ,104,11,18:28, , , , , , , ,59, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170724,2400,1440,94,16:06,61,06:07, ,77, , , , , , , , , , , , ,86, ,12, ,48, , , , , , , , , , , , , , , , ,0.00,0.29,747, , , ,126,19,16:58, , , , , , , ,53, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170725,2400,1440,93,17:24,60,05:29, ,76, , , , , , , , , , , , ,86, ,21, ,50, , , , , , , , , , , , , , , , ,0.00,0.27,727, , , ,111,13,17:58, , , , , , , ,53, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170726,2400,1440,95,16:50,59,05:51, ,78, , , , , , , , , , , , ,88, ,22, ,52, , , , , , , , , , , , , , , , ,0.00,0.27,723, , , ,120,14,17:50, , , , , , , ,56, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170727,2400,1440,98,17:08,62,05:50, ,80, , , , , , , , , , , , ,87, ,21, ,52, , , , , , , , , , , , , , , , ,0.00,0.28,723, , , ,111,14,16:02, , , , , , , ,58, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170728,2400,1440,98,16:45,62,06:16, ,81, , , , , , , , , , , , ,86, ,18, ,47, , , , , , , , , , , , , , , , ,0.00,0.29,738, , , ,118,14,17:23, , , , , , , ,56, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170729,2400,1440,95,17:12,58,05:51, ,77, , , , , , , , , , , , ,87, ,20, ,52, , , , , , , , , , , , , , , , ,0.00,0.27,742, , , ,121,11,19:04, , , , , , , ,55, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170730,2400,1440,98,17:04,61,03:44, ,80, , , , , , , , , , , , ,88, ,18, ,51, , , , , , , , , , , , , , , , ,0.00,0.28,731, , , ,110,13,16:50, , , , , , , ,57, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170731,2400,1440,97,16:38,62,06:19, ,79, , , , , , , , , , , , ,85, ,19, ,52, , , , , , , , , , , , , , , , ,0.00,0.26,690, , , ,86,11,17:51, , , , , , , ,57, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170801,2400,1440,102,16:36,67,06:18, ,84, , , , , , , , , , , , ,82, ,23, ,50, , , , , , , , , , , , , , , , ,0.00,0.27,667, , , ,125,15,17:53, , , , , , , ,61, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20170802,2400,1440,100,15:40,66,06:29, ,83, , , , , , , , , , , , ,81, ,20, ,50, , , , , , , , , , , , , , , , ,0.00,0.26,675, , , ,116,16,18:06, , , , , , , ,60, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
